Pos,No,Driver,Car,Time
1,16,Rene ArnouxARN,Renault,1:29.765
2,15,Alain ProstPRO,Renault,1:30.249
3,27,Gilles VilleneuveVIL,Ferrari,1:30.717
4,28,Didier PironiPIR,Ferrari,1:32.020
5,3,Michele AlboretoALB,Tyrrell Ford,1:33.209
6,23,Bruno GiacomelliGIA,Alfa Romeo,1:33.230
7,22,Andrea de CesarisDEC,Alfa Romeo,1:33.397
8,35,Derek WarwickWAR,Toleman Hart,1:33.503
9,31,Jean-Pierre JarierJAR,Osella Ford,1:34.336
10,36,Teo FabiFAB,Toleman Hart,1:34.647
11,4,Brian HentonHEN,Tyrrell Ford,1:35.262
12,9,Manfred WinkelhockWIN,ATS Ford,1:35.790
13,32,Riccardo PalettiPAL,Osella Ford,1:36.228
14,10,Eliseo SalazarSAL,ATS Ford,1:36.434
