Pos,No,Driver,Car,Time
1,5,Sebastian VettelVET,Ferrari,1:11.212
2,77,Valtteri BottasBOT,Mercedes,1:11.416
3,7,Kimi RäikkönenRAI,Ferrari,1:11.547
4,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:11.822
5,20,Kevin MagnussenMAG,Haas Ferrari,1:12.200
6,8,Romain GrosjeanGRO,Haas Ferrari,1:12.544
7,27,Nico HulkenbergHUL,Renault,1:12.560
8,55,Carlos SainzSAI,Renault,1:12.692
9,16,Charles LeclercLEC,Sauber Ferrari,1:12.717
10,11,Sergio PerezPER,Force India Mercedes,1:12.774
11,14,Fernando AlonsoALO,McLaren Renault,1:13.657
12,35,Sergey SirotkinSIR,Williams Mercedes,1:13.702
13,9,Marcus EricssonERI,Sauber Ferrari,1:13.736
14,44,Lewis HamiltonHAM,Mercedes,1:13.012
15,31,Esteban OconOCO,Force India Mercedes,1:13.720
16,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:14.045
17,18,Lance StrollSTR,Williams Mercedes,1:14.206
18,2,Stoffel VandoorneVAN,McLaren Renault,1:14.401
19,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:13.318
20,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:13.749
