Pos,No,Driver,Car,Time
1,5,Sebastian VettelVET,Ferrari,1:27.958
2,7,Kimi RäikkönenRAI,Ferrari,1:28.101
3,77,Valtteri BottasBOT,Mercedes,1:28.124
4,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:28.398
5,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:29.329
6,20,Kevin MagnussenMAG,Haas Ferrari,1:29.358
7,27,Nico HulkenbergHUL,Renault,1:29.570
8,31,Esteban OconOCO,Force India Mercedes,1:29.874
9,44,Lewis HamiltonHAM,Mercedes,1:28.220
10,55,Carlos SainzSAI,Renault,1:29.986
11,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:30.105
12,11,Sergio PerezPER,Force India Mercedes,1:30.156
13,14,Fernando AlonsoALO,McLaren Renault,1:30.212
14,2,Stoffel VandoorneVAN,McLaren Renault,1:30.525
15,33,Max VerstappenVER,Red Bull Racing TAG Heuer,
16,8,Romain GrosjeanGRO,Haas Ferrari,1:30.530
17,9,Marcus EricssonERI,Sauber Ferrari,1:31.063
18,35,Sergey SirotkinSIR,Williams Mercedes,1:31.414
19,16,Charles LeclercLEC,Sauber Ferrari,1:31.420
20,18,Lance StrollSTR,Williams Mercedes,1:31.503
