Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:25.892
2,5,Sebastian VettelVET,Ferrari,1:25.936
3,7,Kimi RäikkönenRAI,Ferrari,1:25.990
4,77,Valtteri BottasBOT,Mercedes,1:26.217
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:26.602
6,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:27.099
7,20,Kevin MagnussenMAG,Haas Ferrari,1:27.244
8,8,Romain GrosjeanGRO,Haas Ferrari,1:27.455
9,16,Charles LeclercLEC,Sauber Ferrari,1:27.879
10,31,Esteban OconOCO,Force India Mercedes,1:28.194
11,27,Nico HulkenbergHUL,Renault,1:27.901
12,11,Sergio PerezPER,Force India Mercedes,1:27.928
13,14,Fernando AlonsoALO,McLaren Renault,1:28.139
14,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:28.343
15,9,Marcus EricssonERI,Sauber Ferrari,1:28.391
16,55,Carlos SainzSAI,Renault,1:28.456
17,2,Stoffel VandoorneVAN,McLaren Renault,1:29.096
