Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:21.164
2,7,Kimi RäikkönenRAI,Ferrari,1:21.828
3,5,Sebastian VettelVET,Ferrari,1:21.838
4,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:21.879
5,20,Kevin MagnussenMAG,Haas Ferrari,1:23.187
6,8,Romain GrosjeanGRO,Haas Ferrari,1:23.339
7,27,Nico HulkenbergHUL,Renault,1:23.532
8,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:22.152
9,55,Carlos SainzSAI,Renault,1:23.577
10,14,Fernando AlonsoALO,McLaren Renault,1:23.692
11,2,Stoffel VandoorneVAN,McLaren Renault,1:23.853
12,11,Sergio PerezPER,Force India Mercedes,1:24.005
13,18,Lance StrollSTR,Williams Mercedes,1:24.230
14,31,Esteban OconOCO,Force India Mercedes,1:24.786
15,77,Valtteri BottasBOT,Mercedes,
16,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:24.532
17,9,Marcus EricssonERI,Sauber Ferrari,1:24.556
18,16,Charles LeclercLEC,Sauber Ferrari,1:24.636
19,35,Sergey SirotkinSIR,Williams Mercedes,1:24.922
20,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:25.295
