Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:34.794
2,77,Valtteri BottasBOT,Mercedes,1:34.956
3,5,Sebastian VettelVET,Ferrari,1:35.125
4,7,Kimi RäikkönenRAI,Ferrari,1:35.365
5,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:35.401
6,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:35.589
7,8,Romain GrosjeanGRO,Haas Ferrari,1:36.192
8,16,Charles LeclercLEC,Sauber Ferrari,1:36.237
9,31,Esteban OconOCO,Force India Mercedes,1:36.540
10,27,Nico HulkenbergHUL,Renault,1:36.542
11,55,Carlos SainzSAI,Renault,1:36.982
12,9,Marcus EricssonERI,Sauber Ferrari,1:37.132
13,20,Kevin MagnussenMAG,Haas Ferrari,1:37.309
14,11,Sergio PerezPER,Force India Mercedes,1:37.541
15,14,Fernando AlonsoALO,McLaren Renault,1:37.743
16,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:37.994
17,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:38.166
18,2,Stoffel VandoorneVAN,McLaren Renault,1:38.577
19,35,Sergey SirotkinSIR,Williams Mercedes,1:38.635
20,18,Lance StrollSTR,Williams Mercedes,1:38.682
