Pos,No,Driver,Car,Time
1,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:10.810
2,5,Sebastian VettelVET,Ferrari,1:11.039
3,44,Lewis HamiltonHAM,Mercedes,1:11.232
4,7,Kimi RäikkönenRAI,Ferrari,1:11.266
5,77,Valtteri BottasBOT,Mercedes,1:11.441
6,31,Esteban OconOCO,Force India Mercedes,1:12.061
7,14,Fernando AlonsoALO,McLaren Renault,1:12.110
8,55,Carlos SainzSAI,Renault,1:12.130
9,11,Sergio PerezPER,Force India Mercedes,1:12.154
10,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:12.221
11,27,Nico HulkenbergHUL,Renault,1:12.411
12,2,Stoffel VandoorneVAN,McLaren Renault,1:12.440
13,35,Sergey SirotkinSIR,Williams Mercedes,1:12.521
14,16,Charles LeclercLEC,Sauber Ferrari,1:12.714
15,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:13.179
16,9,Marcus EricssonERI,Sauber Ferrari,1:13.265
17,18,Lance StrollSTR,Williams Mercedes,1:13.323
18,8,Romain GrosjeanGRO,Haas Ferrari,1:12.728
19,20,Kevin MagnussenMAG,Haas Ferrari,1:13.393
20,33,Max VerstappenVER,Red Bull Racing TAG Heuer,
