Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:36.015
2,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:36.334
3,5,Sebastian VettelVET,Ferrari,1:36.628
4,77,Valtteri BottasBOT,Mercedes,1:36.702
5,7,Kimi RäikkönenRAI,Ferrari,1:36.794
6,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:36.996
7,11,Sergio PerezPER,Force India Mercedes,1:37.985
8,8,Romain GrosjeanGRO,Haas Ferrari,1:38.320
9,31,Esteban OconOCO,Force India Mercedes,1:38.365
10,27,Nico HulkenbergHUL,Renault,1:38.588
11,14,Fernando AlonsoALO,McLaren Renault,1:38.641
12,55,Carlos SainzSAI,Renault,1:38.716
13,16,Charles LeclercLEC,Sauber Ferrari,1:38.747
14,9,Marcus EricssonERI,Sauber Ferrari,1:39.453
15,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:39.691
16,20,Kevin MagnussenMAG,Haas Ferrari,1:39.644
17,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:39.809
18,2,Stoffel VandoorneVAN,McLaren Renault,1:39.864
19,35,Sergey SirotkinSIR,Williams Mercedes,1:41.263
20,18,Lance StrollSTR,Williams Mercedes,1:41.334
