Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:58.179
2,5,Sebastian VettelVET,Ferrari,1:58.905
3,31,Esteban OconOCO,Force India Mercedes,2:01.851
4,11,Sergio PerezPER,Force India Mercedes,2:01.894
5,8,Romain GrosjeanGRO,Haas Ferrari,2:02.122
6,7,Kimi RäikkönenRAI,Ferrari,2:02.671
7,33,Max VerstappenVER,Red Bull Racing TAG Heuer,2:02.769
8,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,2:02.939
9,20,Kevin MagnussenMAG,Haas Ferrari,2:04.933
10,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:43.844
11,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:43.865
12,16,Charles LeclercLEC,Sauber Ferrari,1:44.062
13,9,Marcus EricssonERI,Sauber Ferrari,1:44.301
14,14,Fernando AlonsoALO,McLaren Renault,1:44.917
15,35,Sergey SirotkinSIR,Williams Mercedes,1:44.998
16,18,Lance StrollSTR,Williams Mercedes,1:45.134
17,77,Valtteri BottasBOT,Mercedes,
18,27,Nico HulkenbergHUL,Renault,
19,55,Carlos SainzSAI,Renault,1:44.489
20,2,Stoffel VandoorneVAN,McLaren Renault,1:45.307
