Pos,No,Driver,Car,Time
1,77,Valtteri BottasBOT,Mercedes,1:03.130
2,44,Lewis HamiltonHAM,Mercedes,1:03.149
3,7,Kimi RäikkönenRAI,Ferrari,1:03.660
4,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:03.840
5,8,Romain GrosjeanGRO,Haas Ferrari,1:03.892
6,5,Sebastian VettelVET,Ferrari,1:03.464
7,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:03.996
8,20,Kevin MagnussenMAG,Haas Ferrari,1:04.051
9,55,Carlos SainzSAI,Renault,1:04.725
10,27,Nico HulkenbergHUL,Renault,1:05.019
11,31,Esteban OconOCO,Force India Mercedes,1:04.845
12,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:04.874
13,18,Lance StrollSTR,Williams Mercedes,1:05.286
14,2,Stoffel VandoorneVAN,McLaren Renault,1:05.271
15,11,Sergio PerezPER,Force India Mercedes,1:05.279
16,35,Sergey SirotkinSIR,Williams Mercedes,1:05.322
17,16,Charles LeclercLEC,Sauber Ferrari,1:04.979
18,9,Marcus EricssonERI,Sauber Ferrari,1:05.479
19,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:05.366
20,14,Fernando AlonsoALO,McLaren Renault,1:05.058
