Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:07.281
2,5,Sebastian VettelVET,Ferrari,1:07.374
3,77,Valtteri BottasBOT,Mercedes,1:07.441
4,7,Kimi RäikkönenRAI,Ferrari,1:07.456
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:07.778
6,9,Marcus EricssonERI,Sauber Ferrari,1:08.296
7,16,Charles LeclercLEC,Sauber Ferrari,1:08.492
8,8,Romain GrosjeanGRO,Haas Ferrari,1:08.517
9,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:09.029
10,20,Kevin MagnussenMAG,Haas Ferrari,1:08.659
11,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:07.780
12,11,Sergio PerezPER,Force India Mercedes,1:08.741
13,27,Nico HulkenbergHUL,Renault,1:08.834
14,35,Sergey SirotkinSIR,Williams Mercedes,1:10.381
15,55,Carlos SainzSAI,Renault,1:09.269
16,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:09.280
17,14,Fernando AlonsoALO,McLaren Renault,1:09.402
18,31,Esteban OconOCO,Force India Mercedes,1:08.770
19,18,Lance StrollSTR,Williams Mercedes,1:09.441
20,2,Stoffel VandoorneVAN,McLaren Renault,1:09.601
