Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:30.029
2,77,Valtteri BottasBOT,Mercedes,1:30.147
3,5,Sebastian VettelVET,Ferrari,1:30.400
4,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:30.705
5,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:30.895
6,7,Kimi RäikkönenRAI,Ferrari,1:31.057
7,55,Carlos SainzSAI,Renault,1:32.126
8,16,Charles LeclercLEC,Sauber Ferrari,1:32.635
9,20,Kevin MagnussenMAG,Haas Ferrari,1:32.930
10,8,Romain GrosjeanGRO,Haas Ferrari,
11,31,Esteban OconOCO,Force India Mercedes,1:32.075
12,27,Nico HulkenbergHUL,Renault,1:32.115
13,11,Sergio PerezPER,Force India Mercedes,1:32.454
14,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:32.460
15,9,Marcus EricssonERI,Sauber Ferrari,1:32.820
16,14,Fernando AlonsoALO,McLaren Renault,1:32.976
17,2,Stoffel VandoorneVAN,McLaren Renault,1:33.162
18,35,Sergey SirotkinSIR,Williams Mercedes,1:33.636
19,18,Lance StrollSTR,Williams Mercedes,1:33.729
20,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:33.025
