Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:27.760
2,77,Valtteri BottasBOT,Mercedes,1:28.059
3,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:29.057
4,7,Kimi RäikkönenRAI,Ferrari,1:29.521
5,8,Romain GrosjeanGRO,Haas Ferrari,1:29.761
6,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:30.023
7,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:30.093
8,5,Sebastian VettelVET,Ferrari,1:32.192
9,11,Sergio PerezPER,Force India Mercedes,1:37.229
10,16,Charles LeclercLEC,Sauber Ferrari,1:29.864
11,31,Esteban OconOCO,Force India Mercedes,1:30.126
12,20,Kevin MagnussenMAG,Haas Ferrari,1:30.226
13,55,Carlos SainzSAI,Renault,1:30.490
14,18,Lance StrollSTR,Williams Mercedes,1:30.714
15,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,
16,27,Nico HulkenbergHUL,Renault,1:30.361
17,35,Sergey SirotkinSIR,Williams Mercedes,1:30.372
18,14,Fernando AlonsoALO,McLaren Renault,1:30.573
19,2,Stoffel VandoorneVAN,McLaren Renault,1:31.041
20,9,Marcus EricssonERI,Sauber Ferrari,1:31.213
