Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:14.212,,43
2,5,Sebastian VettelVET,Ferrari,1:14.469,+0.257s,45
3,6,Nico RosbergROS,Mercedes,1:14.738,+0.526s,46
4,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:15.156,+0.944s,29
5,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:15.168,+0.956s,43
6,77,Valtteri BottasBOT,Williams Mercedes,1:15.213,+1.001s,46
7,22,Jenson ButtonBUT,McLaren Honda,1:15.213,+1.001s,35
8,7,Kimi RäikkönenRAI,Ferrari,1:15.234,+1.022s,43
9,27,Nico HulkenbergHUL,Force India Mercedes,1:15.321,+1.109s,50
10,55,Carlos SainzSAI,Toro Rosso Ferrari,1:15.410,+1.198s,42
11,14,Fernando AlonsoALO,McLaren Honda,1:15.450,+1.238s,40
12,11,Sergio PerezPER,Force India Mercedes,1:15.493,+1.281s,47
13,19,Felipe MassaMAS,Williams Mercedes,1:15.513,+1.301s,44
14,26,Daniil KvyatKVY,Toro Rosso Ferrari,1:15.559,+1.347s,42
15,8,Romain GrosjeanGRO,Haas Ferrari,1:16.093,+1.881s,35
16,20,Kevin MagnussenMAG,Renault,1:16.255,+2.043s,39
17,12,Felipe NasrNAS,Sauber Ferrari,1:16.582,+2.370s,40
18,21,Esteban Gutierrez GUT,Haas Ferrari,1:16.591,+2.379s,32
19,9,Marcus EricssonERI,Sauber Ferrari,1:16.902,+2.690s,51
20,30,Jolyon PalmerPAL,Renault,1:17.001,+2.789s,48
21,94,Pascal WehrleinWEH,MRT Mercedes,1:17.023,+2.811s,32
22,88,Rio HaryantoHAR,MRT Mercedes,1:17.423,+3.211s,49
