Pos,No,Driver,Car,Time,Gap,Laps
1,7,Kimi RäikkönenRAI,Ferrari,1:36.896,,35
2,5,Sebastian VettelVET,Ferrari,1:37.005,+0.109s,33
3,6,Nico RosbergROS,Mercedes,1:37.133,+0.237s,33
4,44,Lewis HamiltonHAM,Mercedes,1:37.329,+0.433s,33
5,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:38.143,+1.247s,31
6,33,Max VerstappenVER,Toro Rosso Ferrari,1:38.268,+1.372s,28
7,27,Nico HulkenbergHUL,Force India Mercedes,1:38.527,+1.631s,31
8,55,Carlos SainzSAI,Toro Rosso Ferrari,1:38.542,+1.646s,32
9,11,Sergio PerezPER,Force India Mercedes,1:38.569,+1.673s,31
10,77,Valtteri BottasBOT,Williams Mercedes,1:38.723,+1.827s,34
11,14,Fernando AlonsoALO,McLaren Honda,1:38.728,+1.832s,31
12,22,Jenson ButtonBUT,McLaren Honda,1:38.828,+1.932s,28
13,26,Daniil KvyatKVY,Red Bull Racing TAG Heuer,1:39.178,+2.282s,31
14,19,Felipe MassaMAS,Williams Mercedes,1:39.214,+2.318s,34
15,30,Jolyon PalmerPAL,Renault,1:39.774,+2.878s,32
16,8,Romain GrosjeanGRO,Haas Ferrari,1:39.890,+2.994s,22
17,94,Pascal WehrleinWEH,MRT Mercedes,1:39.941,+3.045s,36
18,9,Marcus EricssonERI,Sauber Ferrari,1:39.979,+3.083s,35
19,88,Rio HaryantoHAR,MRT Mercedes,1:40.550,+3.654s,33
20,12,Felipe NasrNAS,Sauber Ferrari,1:41.066,+4.170s,32
21,21,Esteban Gutierrez GUT,Haas Ferrari,1:42.954,+6.058s,4
