Pos,No,Driver,Car,Time,Gap,Laps
1,6,Nico RosbergROS,Mercedes,1:37.358,,33
2,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:37.552,+0.194s,33
3,44,Lewis HamiltonHAM,Mercedes,1:37.649,+0.291s,32
4,5,Sebastian VettelVET,Ferrari,1:38.178,+0.820s,35
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:38.258,+0.900s,27
6,27,Nico HulkenbergHUL,Force India Mercedes,1:38.508,+1.150s,32
7,11,Sergio PerezPER,Force India Mercedes,1:38.568,+1.210s,31
8,22,Jenson ButtonBUT,McLaren Honda,1:38.713,+1.355s,29
9,14,Fernando AlonsoALO,McLaren Honda,1:38.801,+1.443s,30
10,7,Kimi RäikkönenRAI,Ferrari,1:38.865,+1.507s,31
11,55,Carlos SainzSAI,Toro Rosso Ferrari,1:38.971,+1.613s,31
12,20,Kevin MagnussenMAG,Renault,1:39.159,+1.801s,23
13,12,Felipe NasrNAS,Sauber Ferrari,1:39.189,+1.831s,28
14,77,Valtteri BottasBOT,Williams Mercedes,1:39.197,+1.839s,34
15,26,Daniil KvyatKVY,Toro Rosso Ferrari,1:39.202,+1.844s,36
16,19,Felipe MassaMAS,Williams Mercedes,1:39.281,+1.923s,30
17,30,Jolyon PalmerPAL,Renault,1:39.455,+2.097s,34
18,8,Romain GrosjeanGRO,Haas Ferrari,1:39.554,+2.196s,24
19,31,Esteban OconOCO,MRT Mercedes,1:40.086,+2.728s,27
20,21,Esteban Gutierrez GUT,Haas Ferrari,1:40.114,+2.756s,26
21,9,Marcus EricssonERI,Sauber Ferrari,1:40.219,+2.861s,28
22,94,Pascal WehrleinWEH,MRT Mercedes,1:41.131,+3.773s,31
