Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:38.841,,7
2,27,Nico HulkenbergHUL,Force India Mercedes,1:39.308,+0.467s,8
3,7,Kimi RäikkönenRAI,Ferrari,1:39.486,+0.645s,7
4,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:39.535,+0.694s,9
5,55,Carlos SainzSAI,Toro Rosso Ferrari,1:39.694,+0.853s,16
6,14,Fernando AlonsoALO,McLaren Honda,1:39.895,+1.054s,16
7,22,Jenson ButtonBUT,McLaren Honda,1:40.008,+1.167s,13
8,5,Sebastian VettelVET,Ferrari,1:40.761,+1.920s,7
9,11,Sergio PerezPER,Force India Mercedes,1:41.256,+2.415s,8
10,26,Daniil KvyatKVY,Red Bull Racing TAG Heuer,1:42.411,+3.570s,10
11,21,Esteban Gutierrez GUT,Haas Ferrari,1:42.891,+4.050s,10
12,94,Pascal WehrleinWEH,MRT Mercedes,1:43.401,+4.560s,25
13,8,Romain GrosjeanGRO,Haas Ferrari,1:43.731,+4.890s,8
14,88,Rio HaryantoHAR,MRT Mercedes,1:44.304,+5.463s,22
15,6,Nico RosbergROS,Mercedes,1:47.356,+8.515s,4
16,20,Kevin MagnussenMAG,Renault,,,2
17,30,Jolyon PalmerPAL,Renault,,,5
18,19,Felipe MassaMAS,Williams Mercedes,,,2
19,77,Valtteri BottasBOT,Williams Mercedes,,,2
