Pos,No,Driver,Car,Time
1,4,Lando NorrisNOR,McLaren Mercedes,1:19.327
2,81,Oscar PiastriPIA,McLaren Mercedes,1:19.436
3,63,George RussellRUS,Mercedes,1:19.440
4,16,Charles LeclercLEC,Ferrari,1:19.461
5,55,Carlos SainzSAI,Ferrari,1:19.467
6,44,Lewis HamiltonHAM,Mercedes,1:19.513
7,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:20.022
8,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:20.062
9,23,Alexander AlbonALB,Williams Mercedes,1:20.299
10,27,Nico HulkenbergHUL,Haas Ferrari,1:20.339
11,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:20.421
12,3,Daniel RicciardoRIC,RB Honda RBPT,1:20.479
13,20,Kevin MagnussenMAG,Haas Ferrari,1:20.698
14,10,Pierre GaslyGAS,Alpine Renault,1:20.738
15,31,Esteban OconOCO,Alpine Renault,1:20.766
16,22,Yuki TsunodaTSU,RB Honda RBPT,1:20.945
17,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:21.013
18,43,Franco ColapintoCOL,Williams Mercedes,1:21.061
19,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:21.101
20,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:21.445
