Pos,No,Driver,Car,Time
1,4,Lando NorrisNOR,McLaren Mercedes,1:23.405
2,63,George RussellRUS,Mercedes,1:23.578
3,22,Yuki TsunodaTSU,RB Honda RBPT,1:24.111
4,31,Esteban OconOCO,Alpine Renault,1:24.475
5,30,Liam LawsonLAW,RB Honda RBPT,1:24.484
6,16,Charles LeclercLEC,Ferrari,1:24.525
7,23,Alexander AlbonALB,Williams Mercedes,1:24.657
8,81,Oscar PiastriPIA,McLaren Mercedes,1:24.686
9,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:28.998
10,18,Lance StrollSTR,Aston Martin Aramco Mercedes,
11,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:26.472
12,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:28.158
13,10,Pierre GaslyGAS,Alpine Renault,1:29.614
14,44,Lewis HamiltonHAM,Mercedes,1:31.150
15,50,Oliver BearmanBEA,Haas Ferrari,1:31.229
16,43,Franco ColapintoCOL,Williams Mercedes,1:31.270
17,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:27.771
18,27,Nico HulkenbergHUL,Haas Ferrari,1:31.623
19,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:32.263
20,55,Carlos SainzSAI,Ferrari,1:29.406
