Pos,No,Driver,Car,Time
1,4,Lando NorrisNOR,McLaren Mercedes,1:09.673
2,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:10.029
3,81,Oscar PiastriPIA,McLaren Mercedes,1:10.172
4,63,George RussellRUS,Mercedes,1:10.244
5,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:10.416
6,16,Charles LeclercLEC,Ferrari,1:10.582
7,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:10.633
8,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:10.857
9,10,Pierre GaslyGAS,Alpine Renault,1:10.977
10,55,Carlos SainzSAI,Ferrari,1:10.914
11,22,Yuki TsunodaTSU,RB Honda RBPT,1:10.955
12,27,Nico HulkenbergHUL,Haas Ferrari,1:11.215
13,3,Daniel RicciardoRIC,RB Honda RBPT,1:11.943
14,44,Lewis HamiltonHAM,Mercedes,1:10.948
15,31,Esteban OconOCO,Alpine Renault,1:11.995
16,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:12.168
17,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:13.261
18,2,Logan SargeantSAR,Williams Mercedes,
19,23,Alexander AlbonALB,Williams Mercedes,
20,20,Kevin MagnussenMAG,Haas Ferrari,1:11.295
