Pos,No,Driver,Car,Time
1,4,Lando NorrisNOR,McLaren Mercedes,1:15.227
2,81,Oscar PiastriPIA,McLaren Mercedes,1:15.249
3,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:15.273
4,55,Carlos SainzSAI,Ferrari,1:15.696
5,44,Lewis HamiltonHAM,Mercedes,1:15.854
6,16,Charles LeclercLEC,Ferrari,1:15.905
7,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:16.043
8,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:16.244
9,3,Daniel RicciardoRIC,RB Honda RBPT,1:16.447
10,22,Yuki TsunodaTSU,RB Honda RBPT,1:16.477
11,27,Nico HulkenbergHUL,Haas Ferrari,1:16.317
12,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:16.384
13,23,Alexander AlbonALB,Williams Mercedes,1:16.429
14,2,Logan SargeantSAR,Williams Mercedes,1:16.543
15,20,Kevin MagnussenMAG,Haas Ferrari,1:16.548
16,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:17.886
17,63,George RussellRUS,Mercedes,1:17.968
18,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:18.037
19,31,Esteban OconOCO,Alpine Renault,1:18.049
20,10,Pierre GaslyGAS,Alpine Renault,1:18.166
