Pos,No,Driver,Car,Time
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:15.915
2,55,Carlos SainzSAI,Ferrari,1:16.185
3,4,Lando NorrisNOR,McLaren Mercedes,1:16.315
4,16,Charles LeclercLEC,Ferrari,1:16.435
5,81,Oscar PiastriPIA,McLaren Mercedes,1:16.572
6,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:16.274
7,63,George RussellRUS,Mercedes,1:16.724
8,22,Yuki TsunodaTSU,RB Honda RBPT,1:16.788
9,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:17.072
10,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:17.552
11,44,Lewis HamiltonHAM,Mercedes,1:16.960
12,23,Alexander AlbonALB,Williams Mercedes,1:17.167
13,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:17.340
14,20,Kevin MagnussenMAG,Haas Ferrari,1:17.427
15,31,Esteban OconOCO,Alpine Renault,1:17.697
16,27,Nico HulkenbergHUL,Haas Ferrari,1:17.976
17,10,Pierre GaslyGAS,Alpine Renault,1:17.982
18,3,Daniel RicciardoRIC,RB Honda RBPT,1:18.085
19,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:18.188
