Pos,No,Driver,Car,Time
1,16,Charles LeclercLEC,Ferrari,1:53.754
2,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:53.765
3,44,Lewis HamiltonHAM,Mercedes,1:53.835
4,4,Lando NorrisNOR,McLaren Mercedes,1:53.981
5,81,Oscar PiastriPIA,McLaren Mercedes,1:54.027
6,63,George RussellRUS,Mercedes,1:54.184
7,55,Carlos SainzSAI,Ferrari,1:54.477
8,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:54.765
9,31,Esteban OconOCO,Alpine Renault,1:54.810
10,23,Alexander AlbonALB,Williams Mercedes,1:54.473
11,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:53.159
12,10,Pierre GaslyGAS,Alpine Renault,1:54.635
13,3,Daniel RicciardoRIC,RB Honda RBPT,1:54.682
14,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:54.764
15,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:55.716
16,27,Nico HulkenbergHUL,Haas Ferrari,1:56.308
17,20,Kevin MagnussenMAG,Haas Ferrari,1:56.500
18,2,Logan SargeantSAR,Williams Mercedes,1:57.230
19,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:57.775
20,22,Yuki TsunodaTSU,RB Honda RBPT,1:56.593
