Pos,No,Driver,Car,Time
1,4,Lando NorrisNOR,McLaren Mercedes,1:22.595
2,81,Oscar PiastriPIA,McLaren Mercedes,1:22.804
3,55,Carlos SainzSAI,Ferrari,1:22.824
4,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:22.945
5,10,Pierre GaslyGAS,Alpine Renault,1:22.984
6,63,George RussellRUS,Mercedes,1:23.132
7,27,Nico HulkenbergHUL,Haas Ferrari,1:22.886
8,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:23.196
9,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:23.204
10,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:23.264
11,22,Yuki TsunodaTSU,RB Honda RBPT,1:23.419
12,30,Liam LawsonLAW,RB Honda RBPT,1:23.472
13,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:23.784
14,20,Kevin MagnussenMAG,Haas Ferrari,1:23.877
15,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:23.880
16,44,Lewis HamiltonHAM,Mercedes,1:23.887
17,61,Jack DoohanDOO,Alpine Renault,1:24.105
18,23,Alexander AlbonALB,Williams Mercedes,1:23.821
19,16,Charles LeclercLEC,Ferrari,1:23.833
20,43,Franco ColapintoCOL,Williams Mercedes,1:23.912
