Pos,No,Driver,Car,Time
1,4,Lando NorrisNOR,McLaren Mercedes,1:32.330
2,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:32.361
3,55,Carlos SainzSAI,Ferrari,1:32.652
4,16,Charles LeclercLEC,Ferrari,1:32.740
5,81,Oscar PiastriPIA,McLaren Mercedes,1:32.950
6,10,Pierre GaslyGAS,Alpine Renault,1:33.018
7,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:33.309
8,20,Kevin MagnussenMAG,Haas Ferrari,1:33.481
9,11,Sergio PerezPER,Red Bull Racing Honda RBPT,
10,22,Yuki TsunodaTSU,RB Honda RBPT,1:33.506
11,27,Nico HulkenbergHUL,Haas Ferrari,1:33.544
12,31,Esteban OconOCO,Alpine Renault,1:33.597
13,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:33.759
14,23,Alexander AlbonALB,Williams Mercedes,1:34.051
15,43,Franco ColapintoCOL,Williams Mercedes,1:34.062
16,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:34.152
17,44,Lewis HamiltonHAM,Mercedes,1:34.154
18,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:34.228
19,30,Liam LawsonLAW,RB Honda RBPT,
20,63,George RussellRUS,Mercedes,1:32.974
