Pos,No,Driver,Car,Time
1,55,Carlos SainzSAI,Ferrari,1:15.946
2,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:16.171
3,4,Lando NorrisNOR,McLaren Mercedes,1:16.260
4,16,Charles LeclercLEC,Ferrari,1:16.265
5,63,George RussellRUS,Mercedes,1:16.356
6,44,Lewis HamiltonHAM,Mercedes,1:16.651
7,20,Kevin MagnussenMAG,Haas Ferrari,1:16.886
8,10,Pierre GaslyGAS,Alpine Renault,1:16.892
9,23,Alexander AlbonALB,Williams Mercedes,1:17.065
10,27,Nico HulkenbergHUL,Haas Ferrari,1:17.365
11,22,Yuki TsunodaTSU,RB Honda RBPT,1:17.129
12,30,Liam LawsonLAW,RB Honda RBPT,1:17.162
13,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:17.168
14,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:17.294
15,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:17.817
16,43,Franco ColapintoCOL,Williams Mercedes,1:17.558
17,81,Oscar PiastriPIA,McLaren Mercedes,1:17.597
18,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:17.611
19,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:18.072
20,31,Esteban OconOCO,Alpine Renault,1:17.617
