Pos,No,Driver,Car,Time
1,63,George RussellRUS,Mercedes,1:25.819
2,44,Lewis HamiltonHAM,Mercedes,1:25.990
3,4,Lando NorrisNOR,McLaren Mercedes,1:26.030
4,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:26.203
5,81,Oscar PiastriPIA,McLaren Mercedes,1:26.237
6,27,Nico HulkenbergHUL,Haas Ferrari,1:26.338
7,55,Carlos SainzSAI,Ferrari,1:26.509
8,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:26.585
9,23,Alexander AlbonALB,Williams Mercedes,1:26.640
10,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:26.917
11,16,Charles LeclercLEC,Ferrari,1:27.097
12,2,Logan SargeantSAR,Williams Mercedes,1:27.175
13,22,Yuki TsunodaTSU,RB Honda RBPT,1:27.269
14,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:27.867
15,3,Daniel RicciardoRIC,RB Honda RBPT,1:27.949
16,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:32.431
17,20,Kevin MagnussenMAG,Haas Ferrari,1:32.905
18,31,Esteban OconOCO,Alpine Renault,1:34.557
19,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:38.348
19,10,Pierre GaslyGAS,Alpine Renault,1:39.804
