Pos,No,Driver,Car,Time
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:29.179
2,16,Charles LeclercLEC,Ferrari,1:29.407
3,63,George RussellRUS,Mercedes,1:29.485
4,55,Carlos SainzSAI,Ferrari,1:29.507
5,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:29.537
6,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:29.542
7,4,Lando NorrisNOR,McLaren Mercedes,1:29.614
8,81,Oscar PiastriPIA,McLaren Mercedes,1:29.683
9,44,Lewis HamiltonHAM,Mercedes,1:29.710
10,27,Nico HulkenbergHUL,Haas Ferrari,1:30.502
11,22,Yuki TsunodaTSU,RB Honda RBPT,1:30.129
12,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:30.200
13,23,Alexander AlbonALB,Williams Mercedes,1:30.221
14,3,Daniel RicciardoRIC,RB Honda RBPT,1:30.278
15,20,Kevin MagnussenMAG,Haas Ferrari,1:30.529
16,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:30.756
17,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:30.757
18,2,Logan SargeantSAR,Williams Mercedes,1:30.770
19,31,Esteban OconOCO,Alpine Renault,1:30.793
20,10,Pierre GaslyGAS,Alpine Renault,1:30.948
