Pos,No,Driver,Car,Time
1,16,Charles LeclercLEC,Ferrari,1:10.270
2,81,Oscar PiastriPIA,McLaren Mercedes,1:10.424
3,55,Carlos SainzSAI,Ferrari,1:10.518
4,4,Lando NorrisNOR,McLaren Mercedes,1:10.542
5,63,George RussellRUS,Mercedes,1:10.543
6,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:10.567
7,44,Lewis HamiltonHAM,Mercedes,1:10.621
8,22,Yuki TsunodaTSU,RB Honda RBPT,1:10.858
9,23,Alexander AlbonALB,Williams Mercedes,1:10.948
10,10,Pierre GaslyGAS,Alpine Renault,1:11.311
11,31,Esteban OconOCO,Alpine Renault,1:11.285
12,3,Daniel RicciardoRIC,RB Honda RBPT,1:11.482
13,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:11.563
14,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:12.019
15,2,Logan SargeantSAR,Williams Mercedes,1:12.020
16,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:12.060
17,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:12.512
18,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:13.028
19,27,Nico HulkenbergHUL,Haas Ferrari,
20,20,Kevin MagnussenMAG,Haas Ferrari,
