Pos,No,Driver,Car,Time
1,4,Lando NorrisNOR,McLaren Mercedes,1:11.383
2,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:11.403
3,44,Lewis HamiltonHAM,Mercedes,1:11.701
4,63,George RussellRUS,Mercedes,1:11.703
5,16,Charles LeclercLEC,Ferrari,1:11.731
6,55,Carlos SainzSAI,Ferrari,1:11.736
7,10,Pierre GaslyGAS,Alpine Renault,1:11.857
8,31,Esteban OconOCO,Alpine Renault,1:12.125
9,81,Oscar PiastriPIA,McLaren Mercedes,
10,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:12.128
11,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:12.061
12,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:12.227
13,27,Nico HulkenbergHUL,Haas Ferrari,1:12.310
14,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:12.372
15,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:12.738
16,20,Kevin MagnussenMAG,Haas Ferrari,1:12.937
17,22,Yuki TsunodaTSU,RB Honda RBPT,1:12.985
18,3,Daniel RicciardoRIC,RB Honda RBPT,1:13.075
19,2,Logan SargeantSAR,Williams Mercedes,1:13.509
20,23,Alexander AlbonALB,Williams Mercedes,1:13.153
