Pos,No,Driver,Car,Time
1,63,George RussellRUS,Mercedes,1:12.000
2,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:12.000
3,4,Lando NorrisNOR,McLaren Mercedes,1:12.021
4,81,Oscar PiastriPIA,McLaren Mercedes,1:12.103
5,3,Daniel RicciardoRIC,RB Honda RBPT,1:12.178
6,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:12.228
7,44,Lewis HamiltonHAM,Mercedes,1:12.280
8,22,Yuki TsunodaTSU,RB Honda RBPT,1:12.414
9,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:12.701
10,23,Alexander AlbonALB,Williams Mercedes,1:12.796
11,16,Charles LeclercLEC,Ferrari,1:12.691
12,55,Carlos SainzSAI,Ferrari,1:12.728
13,2,Logan SargeantSAR,Williams Mercedes,1:12.736
14,20,Kevin MagnussenMAG,Haas Ferrari,1:12.916
15,10,Pierre GaslyGAS,Alpine Renault,1:12.940
16,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:13.326
17,27,Nico HulkenbergHUL,Haas Ferrari,1:13.978
18,31,Esteban OconOCO,Alpine Renault,1:13.435
19,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:13.366
20,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:14.292
