Pos,No,Driver,Car,Lap,Time,Avg speed
1,9,Kimi RäikkönenRAI,McLaren Mercedes,40,1:21.219,194.186
2,10,Juan Pablo MontoyaMOY,McLaren Mercedes,20,1:21.237,194.143
3,1,Michael SchumacherMSC,Ferrari,13,1:21.476,193.573
4,16,Jarno TrulliTRU,Toyota,32,1:21.842,192.707
5,17,Ralf SchumacherRSC,Toyota,13,1:21.873,192.634
6,8,Nick HeidfeldHEI,Williams BMW,53,1:22.053,192.212
7,4,Takuma SatoSAT,BAR Honda,45,1:22.399,191.405
8,3,Jenson ButtonBUT,BAR Honda,70,1:22.406,191.388
9,7,Mark WebberWEB,Williams BMW,47,1:22.453,191.279
10,6,Giancarlo FisichellaFIS,Renault,19,1:22.506,191.157
11,2,Rubens BarrichelloBAR,Ferrari,20,1:22.768,190.551
12,5,Fernando AlonsoALO,Renault,51,1:22.884,190.285
13,12,Felipe MassaMAS,Sauber Petronas,22,1:23.048,189.909
14,11,Jacques VilleneuveVIL,Sauber Petronas,23,1:23.118,189.749
15,19,Narain KarthikeyanKAR,Jordan Toyota,17,1:24.446,186.765
16,18,Tiago MonteiroMON,Jordan Toyota,15,1:24.774,186.042
17,20,Robert DoornbosDOO,Minardi Cosworth,16,1:25.646,184.148
18,21,Christijan AlbersALB,Minardi Cosworth,8,1:25.956,183.484
