Pos,No,Driver,Car,Lap,Time,Avg speed
1,1,Michael SchumacherMSC,Ferrari,48,1:11.497,211.074
2,2,Rubens BarrichelloBAR,Ferrari,48,1:11.649,210.626
3,18,Tiago MonteiroMON,Jordan Toyota,44,1:13.237,206.059
4,19,Narain KarthikeyanKAR,Jordan Toyota,65,1:13.370,205.686
5,21,Christijan AlbersALB,Minardi Cosworth,2,1:13.907,204.191
6,20,Patrick Friesacher FRI,Minardi Cosworth,43,1:14.490,202.593
