Pos,No,Driver,Car,Lap,Time,Avg speed
1,1,Michael SchumacherMSC,Ferrari,40,1:15.842,158.540
2,9,Kimi RäikkönenRAI,McLaren Mercedes,41,1:15.921,158.375
3,5,Fernando AlonsoALO,Renault,19,1:16.600,156.971
4,6,Giancarlo FisichellaFIS,Renault,20,1:16.776,156.611
5,16,Jarno TrulliTRU,Toyota,38,1:16.812,156.538
6,2,Rubens BarrichelloBAR,Ferrari,51,1:16.916,156.326
7,7,Mark WebberWEB,Williams BMW,77,1:16.971,156.214
8,17,Ralf SchumacherRSC,Toyota,11,1:17.070,156.014
9,8,Nick HeidfeldHEI,Williams BMW,15,1:17.159,155.834
10,10,Juan Pablo MontoyaMOY,McLaren Mercedes,50,1:17.403,155.342
11,11,Jacques VilleneuveVIL,Sauber Petronas,17,1:17.482,155.184
12,14,David CoulthardCOU,RBR Cosworth,15,1:17.693,154.762
13,12,Felipe MassaMAS,Sauber Petronas,16,1:17.799,154.552
14,15,Vitantonio LiuzziLIU,RBR Cosworth,43,1:18.030,154.094
15,20,Patrick Friesacher FRI,Minardi Cosworth,19,1:19.037,152.131
16,21,Christijan AlbersALB,Minardi Cosworth,22,1:20.237,149.856
17,18,Tiago MonteiroMON,Jordan Toyota,12,1:20.747,148.909
18,19,Narain KarthikeyanKAR,Jordan Toyota,14,1:22.019,146.600
