Pos,No,Driver,Car,Lap,Time,Avg speed
1,9,Kimi RäikkönenRAI,McLaren Mercedes,51,1:21.504,255.874
2,10,Juan Pablo MontoyaMOY,McLaren Mercedes,15,1:21.828,254.861
3,5,Fernando AlonsoALO,Renault,16,1:22.146,253.874
4,6,Giancarlo FisichellaFIS,Renault,16,1:22.587,252.519
5,16,Jarno TrulliTRU,Toyota,19,1:22.831,251.775
6,8,Antonio PizzoniaPIZ,Williams BMW,21,1:22.870,251.656
7,7,Mark WebberWEB,Williams BMW,40,1:22.935,251.459
8,17,Ralf SchumacherRSC,Toyota,19,1:23.076,251.032
9,3,Jenson ButtonBUT,BAR Honda,16,1:23.161,250.776
10,4,Takuma SatoSAT,BAR Honda,14,1:23.341,250.234
11,12,Felipe MassaMAS,Sauber Petronas,18,1:23.365,250.162
12,2,Rubens BarrichelloBAR,Ferrari,13,1:23.466,249.859
13,1,Michael SchumacherMSC,Ferrari,5,1:23.584,249.507
14,15,Christian KlienKLI,RBR Cosworth,17,1:23.633,249.360
15,14,David CoulthardCOU,RBR Cosworth,18,1:23.867,248.665
16,11,Jacques VilleneuveVIL,Sauber Petronas,13,1:23.892,248.591
17,18,Tiago MonteiroMON,Jordan Toyota,9,1:24.810,245.900
18,21,Christijan AlbersALB,Minardi Cosworth,33,1:24.966,245.448
19,19,Narain KarthikeyanKAR,Jordan Toyota,17,1:25.146,244.929
20,20,Robert DoornbosDOO,Minardi Cosworth,31,1:25.193,244.794
