Pos,No,Driver,Car,Lap,Time,Avg speed
1,5,Fernando AlonsoALO,Renault,24,1:25.683,222.807
2,6,Giancarlo FisichellaFIS,Renault,55,1:25.994,222.001
3,2,Rubens BarrichelloBAR,Ferrari,54,1:26.233,221.386
4,9,Kimi RäikkönenRAI,McLaren Mercedes,55,1:26.255,221.329
5,3,Jenson ButtonBUT,BAR Honda,55,1:26.260,221.316
6,1,Michael SchumacherMSC,Ferrari,38,1:26.261,221.314
7,10,Juan Pablo MontoyaMOY,McLaren Mercedes,41,1:26.393,220.976
8,7,Mark WebberWEB,Williams BMW,37,1:26.493,220.720
9,17,Ralf SchumacherRSC,Toyota,56,1:26.536,220.611
10,15,Christian KlienKLI,RBR Cosworth,39,1:26.627,220.379
11,14,David CoulthardCOU,RBR Cosworth,40,1:26.690,220.219
12,8,Nick HeidfeldHEI,Williams BMW,38,1:26.854,219.803
13,12,Felipe MassaMAS,Sauber Petronas,55,1:26.893,219.704
14,16,Jarno TrulliTRU,Toyota,56,1:27.116,219.142
15,11,Jacques VilleneuveVIL,Sauber Petronas,54,1:27.745,217.571
16,4,Takuma SatoSAT,BAR Honda,36,1:27.877,217.244
17,19,Narain KarthikeyanKAR,Jordan Toyota,36,1:27.970,217.014
18,18,Tiago MonteiroMON,Jordan Toyota,16,1:28.999,214.505
19,20,Patrick Friesacher FRI,Minardi Cosworth,22,1:32.852,205.604
20,21,Christijan AlbersALB,Minardi Cosworth,11,1:33.144,204.960
