Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:34.434,,16
2,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:34.879,+0.445s,14
3,6,Nico RosbergROS,Mercedes,1:35.053,+0.619s,16
4,7,Kimi RäikkönenRAI,Ferrari,1:35.150,+0.716s,15
5,5,Sebastian VettelVET,Ferrari,1:35.170,+0.736s,14
6,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:35.461,+1.027s,22
7,27,Nico HulkenbergHUL,Force India Mercedes,1:35.776,+1.342s,16
8,77,Valtteri BottasBOT,Williams Mercedes,1:35.902,+1.468s,17
9,55,Carlos SainzSAI,Toro Rosso Ferrari,1:36.222,+1.788s,18
10,19,Felipe MassaMAS,Williams Mercedes,1:36.227,+1.793s,20
11,11,Sergio PerezPER,Force India Mercedes,1:36.259,+1.825s,15
12,22,Jenson ButtonBUT,McLaren Honda,1:36.363,+1.929s,11
13,21,Esteban Gutierrez GUT,Haas Ferrari,1:36.553,+2.119s,14
14,30,Jolyon PalmerPAL,Renault,1:36.604,+2.170s,20
15,8,Romain GrosjeanGRO,Haas Ferrari,1:36.687,+2.253s,15
16,20,Kevin MagnussenMAG,Renault,1:36.741,+2.307s,19
17,26,Daniil KvyatKVY,Toro Rosso Ferrari,1:36.752,+2.318s,20
18,9,Marcus EricssonERI,Sauber Ferrari,1:36.765,+2.331s,19
19,12,Felipe NasrNAS,Sauber Ferrari,1:37.106,+2.672s,18
20,31,Esteban OconOCO,MRT Mercedes,1:37.961,+3.527s,17
21,94,Pascal WehrleinWEH,MRT Mercedes,1:38.089,+3.655s,13
22,14,Fernando AlonsoALO,McLaren Honda,1:41.199,+6.765s,15
