Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:25.624,,24
2,6,Nico RosbergROS,Mercedes,1:25.800,+0.176s,25
3,5,Sebastian VettelVET,Ferrari,1:25.852,+0.228s,25
4,55,Carlos SainzSAI,Toro Rosso Ferrari,1:26.257,+0.633s,28
5,7,Kimi RäikkönenRAI,Ferrari,1:26.435,+0.811s,23
6,33,Max VerstappenVER,Toro Rosso Ferrari,1:26.701,+1.077s,26
7,77,Valtteri BottasBOT,Williams Mercedes,1:26.730,+1.106s,28
8,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:26.768,+1.144s,22
9,19,Felipe MassaMAS,Williams Mercedes,1:27.151,+1.527s,28
10,11,Sergio PerezPER,Force India Mercedes,1:27.242,+1.618s,22
11,14,Fernando AlonsoALO,McLaren Honda,1:27.263,+1.639s,20
12,22,Jenson ButtonBUT,McLaren Honda,1:27.341,+1.717s,20
13,26,Daniil KvyatKVY,Red Bull Racing TAG Heuer,1:27.430,+1.806s,22
14,9,Marcus EricssonERI,Sauber Ferrari,1:27.659,+2.035s,26
15,20,Kevin MagnussenMAG,Renault,1:27.871,+2.247s,24
16,27,Nico HulkenbergHUL,Force India Mercedes,1:27.988,+2.364s,22
17,30,Jolyon PalmerPAL,Renault,1:28.117,+2.493s,24
18,21,Esteban Gutierrez GUT,Haas Ferrari,1:28.284,+2.660s,21
19,8,Romain GrosjeanGRO,Haas Ferrari,1:28.292,+2.668s,11
20,12,Felipe NasrNAS,Sauber Ferrari,1:28.293,+2.669s,26
21,94,Pascal WehrleinWEH,MRT Mercedes,1:29.046,+3.422s,18
22,88,Rio HaryantoHAR,MRT Mercedes,1:29.272,+3.648s,23
