Pos,No,Driver,Car,Time,Gap,Laps
1,5,Sebastian VettelVET,Ferrari,1:07.098,,20
2,7,Kimi RäikkönenRAI,Ferrari,1:07.234,+0.136s,26
3,44,Lewis HamiltonHAM,Mercedes,1:07.308,+0.210s,20
4,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:07.639,+0.541s,22
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:07.761,+0.663s,22
6,77,Valtteri BottasBOT,Williams Mercedes,1:07.814,+0.716s,23
7,19,Felipe MassaMAS,Williams Mercedes,1:07.831,+0.733s,27
8,27,Nico HulkenbergHUL,Force India Mercedes,1:08.285,+1.187s,23
9,22,Jenson ButtonBUT,McLaren Honda,1:08.304,+1.206s,19
10,14,Fernando AlonsoALO,McLaren Honda,1:08.327,+1.229s,17
11,11,Sergio PerezPER,Force India Mercedes,1:08.442,+1.344s,26
12,21,Esteban Gutierrez GUT,Haas Ferrari,1:08.475,+1.377s,22
13,94,Pascal WehrleinWEH,MRT Mercedes,1:08.534,+1.436s,29
14,8,Romain GrosjeanGRO,Haas Ferrari,1:08.550,+1.452s,21
15,20,Kevin MagnussenMAG,Renault,1:08.569,+1.471s,31
16,26,Daniil KvyatKVY,Toro Rosso Ferrari,1:08.786,+1.688s,32
17,30,Jolyon PalmerPAL,Renault,1:08.939,+1.841s,27
18,55,Carlos SainzSAI,Toro Rosso Ferrari,1:09.008,+1.910s,11
19,88,Rio HaryantoHAR,MRT Mercedes,1:09.116,+2.018s,28
20,9,Marcus EricssonERI,Sauber Ferrari,1:09.137,+2.039s,25
21,12,Felipe NasrNAS,Sauber Ferrari,1:09.557,+2.459s,20
22,6,Nico RosbergROS,Mercedes,1:10.959,+3.861s,16
