Pos,No,Driver,Car,Time,Gap,Laps
1,5,Sebastian VettelVET,Ferrari,1:57.351,,3
2,77,Valtteri BottasBOT,Williams Mercedes,1:58.061,+0.710s,7
3,11,Sergio PerezPER,Force India Mercedes,1:58.689,+1.338s,4
4,55,Carlos SainzSAI,Toro Rosso Ferrari,1:58.800,+1.449s,9
5,21,Esteban Gutierrez GUT,Haas Ferrari,1:59.526,+2.175s,7
6,30,Jolyon PalmerPAL,Renault,1:59.677,+2.326s,7
7,20,Kevin MagnussenMAG,Renault,1:59.761,+2.410s,9
8,94,Pascal WehrleinWEH,MRT Mercedes,1:59.964,+2.613s,8
9,33,Max VerstappenVER,Toro Rosso Ferrari,2:00.150,+2.799s,6
10,27,Nico HulkenbergHUL,Force India Mercedes,2:00.158,+2.807s,4
11,12,Felipe NasrNAS,Sauber Ferrari,2:00.197,+2.846s,8
12,7,Kimi RäikkönenRAI,Ferrari,2:00.812,+3.461s,5
13,19,Felipe MassaMAS,Williams Mercedes,2:02.438,+5.087s,4
14,88,Rio HaryantoHAR,MRT Mercedes,2:02.732,+5.381s,5
15,22,Jenson ButtonBUT,McLaren Honda,,,3
16,14,Fernando AlonsoALO,McLaren Honda,,,3
17,8,Romain GrosjeanGRO,Haas Ferrari,,,4
18,26,Daniil KvyatKVY,Red Bull Racing TAG Heuer,,,4
19,6,Nico RosbergROS,Mercedes,,,2
20,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,,,3
21,44,Lewis HamiltonHAM,Mercedes,,,2
22,9,Marcus EricssonERI,Sauber Ferrari,,,1
