Pos,No,Driver,Car,Time,Gap,Laps
1,6,Nico RosbergROS,Mercedes,1:15.738,,16
2,44,Lewis HamiltonHAM,Mercedes,1:15.795,+0.057s,19
3,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:15.837,+0.099s,13
4,7,Kimi RäikkönenRAI,Ferrari,1:15.902,+0.164s,16
5,5,Sebastian VettelVET,Ferrari,1:16.104,+0.366s,20
6,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:16.182,+0.444s,23
7,77,Valtteri BottasBOT,Williams Mercedes,1:16.400,+0.662s,28
8,19,Felipe MassaMAS,Williams Mercedes,1:16.630,+0.892s,26
9,14,Fernando AlonsoALO,McLaren Honda,1:16.916,+1.178s,11
10,27,Nico HulkenbergHUL,Force India Mercedes,1:16.972,+1.234s,16
11,55,Carlos SainzSAI,Toro Rosso Ferrari,1:17.028,+1.290s,20
12,11,Sergio PerezPER,Force India Mercedes,1:17.066,+1.328s,10
13,21,Esteban Gutierrez GUT,Haas Ferrari,1:17.160,+1.422s,17
14,26,Daniil KvyatKVY,Toro Rosso Ferrari,1:17.227,+1.489s,19
15,20,Kevin MagnussenMAG,Renault,1:17.351,+1.613s,9
16,30,Jolyon PalmerPAL,Renault,1:17.473,+1.735s,23
17,9,Marcus EricssonERI,Sauber Ferrari,1:17.685,+1.947s,19
18,12,Felipe NasrNAS,Sauber Ferrari,1:18.057,+2.319s,24
19,22,Jenson ButtonBUT,McLaren Honda,1:18.093,+2.355s,6
20,94,Pascal WehrleinWEH,MRT Mercedes,1:18.270,+2.532s,24
21,88,Rio HaryantoHAR,MRT Mercedes,1:18.272,+2.534s,18
22,8,Romain GrosjeanGRO,Haas Ferrari,1:25.160,+9.422s,4
