Pos,No,Driver,Car,Time,Gap,Laps
1,5,Sebastian VettelVET,Ferrari,1:31.683,,22
2,7,Kimi RäikkönenRAI,Ferrari,1:31.723,+0.040s,13
3,6,Nico RosbergROS,Mercedes,1:32.104,+0.421s,18
4,44,Lewis HamiltonHAM,Mercedes,1:32.160,+0.477s,14
5,77,Valtteri BottasBOT,Williams Mercedes,1:32.675,+0.992s,18
6,8,Romain GrosjeanGRO,Haas Ferrari,1:33.082,+1.399s,14
7,26,Daniil KvyatKVY,Red Bull Racing TAG Heuer,1:33.113,+1.430s,10
8,21,Esteban Gutierrez GUT,Haas Ferrari,1:33.337,+1.654s,14
9,19,Felipe MassaMAS,Williams Mercedes,1:33.363,+1.680s,18
10,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:33.519,+1.836s,20
11,9,Marcus EricssonERI,Sauber Ferrari,1:33.569,+1.886s,16
12,20,Kevin MagnussenMAG,Renault,1:33.617,+1.934s,9
13,22,Jenson ButtonBUT,McLaren Honda,1:33.704,+2.021s,12
14,47,Stoffel VandoorneVAN,McLaren Honda,1:33.744,+2.061s,11
15,33,Max VerstappenVER,Toro Rosso Ferrari,1:33.778,+2.095s,20
16,55,Carlos SainzSAI,Toro Rosso Ferrari,1:34.003,+2.320s,20
17,12,Felipe NasrNAS,Sauber Ferrari,1:34.013,+2.330s,15
18,27,Nico HulkenbergHUL,Force India Mercedes,1:34.128,+2.445s,16
19,11,Sergio PerezPER,Force India Mercedes,1:34.281,+2.598s,15
20,30,Jolyon PalmerPAL,Renault,1:34.424,+2.741s,9
21,88,Rio HaryantoHAR,MRT Mercedes,1:35.546,+3.863s,15
22,94,Pascal WehrleinWEH,MRT Mercedes,1:35.724,+4.041s,16
