Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,63,1:28:32.430,26
2,77,Valtteri BottasBOT,Mercedes,63,+5.783s,18
3,3,Daniel RicciardoRIC,Renault,63,+14.320s,15
4,26,Daniil KvyatKVY,AlphaTauri Honda,63,+15.141s,12
5,16,Charles LeclercLEC,Ferrari,63,+19.111s,10
6,11,Sergio PerezPER,Racing Point BWT Mercedes,63,+19.652s,8
7,55,Carlos SainzSAI,McLaren Renault,63,+20.230s,6
8,4,Lando NorrisNOR,McLaren Renault,63,+21.131s,4
9,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,63,+22.224s,2
10,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,63,+26.398s,1
11,6,Nicholas LatifiLAT,Williams Mercedes,63,+27.135s,0
12,5,Sebastian VettelVET,Ferrari,63,+28.453s,0
13,18,Lance StrollSTR,Racing Point BWT Mercedes,63,+29.163s,0
14,8,Romain GrosjeanGRO,Haas Ferrari,63,+32.935s,0
15,23,Alexander AlbonALB,Red Bull Racing Honda,63,+57.284s,0
NC,63,George RussellRUS,Williams Mercedes,51,DNF,0
NC,33,Max VerstappenVER,Red Bull Racing Honda,50,DNF,0
NC,20,Kevin MagnussenMAG,Haas Ferrari,47,DNF,0
NC,31,Esteban OconOCO,Renault,27,DNF,0
NC,10,Pierre GaslyGAS,AlphaTauri Honda,8,DNF,0
