Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,52,1:28:01.283,25
2,33,Max VerstappenVER,Red Bull Racing Honda,52,+5.856s,19
3,16,Charles LeclercLEC,Ferrari,52,+18.474s,15
4,3,Daniel RicciardoRIC,Renault,52,+19.650s,12
5,4,Lando NorrisNOR,McLaren Renault,52,+22.277s,10
6,31,Esteban OconOCO,Renault,52,+26.937s,8
7,10,Pierre GaslyGAS,AlphaTauri Honda,52,+31.188s,6
8,23,Alexander AlbonALB,Red Bull Racing Honda,52,+32.670s,4
9,18,Lance StrollSTR,Racing Point BWT Mercedes,52,+37.311s,2
10,5,Sebastian VettelVET,Ferrari,52,+41.857s,1
11,77,Valtteri BottasBOT,Mercedes,52,+42.167s,0
12,63,George RussellRUS,Williams Mercedes,52,+52.004s,0
13,55,Carlos SainzSAI,McLaren Renault,52,+53.370s,0
14,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,52,+54.205s,0
15,6,Nicholas LatifiLAT,Williams Mercedes,52,+54.549s,0
16,8,Romain GrosjeanGRO,Haas Ferrari,52,+55.050s,0
17,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,51,+1 lap,0
NC,26,Daniil KvyatKVY,AlphaTauri Honda,11,DNF,0
NC,20,Kevin MagnussenMAG,Haas Ferrari,1,DNF,0
NC,27,Nico HulkenbergHUL,Racing Point BWT Mercedes,0,DNS,0
