Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,57,2:59:47.515,25
2,33,Max VerstappenVER,Red Bull Racing Honda,57,+1.254s,19
3,23,Alexander AlbonALB,Red Bull Racing Honda,57,+8.005s,15
4,4,Lando NorrisNOR,McLaren Renault,57,+11.337s,12
5,55,Carlos SainzSAI,McLaren Renault,57,+11.787s,10
6,10,Pierre GaslyGAS,AlphaTauri Honda,57,+11.942s,8
7,3,Daniel RicciardoRIC,Renault,57,+19.368s,6
8,77,Valtteri BottasBOT,Mercedes,57,+19.680s,4
9,31,Esteban OconOCO,Renault,57,+22.803s,2
10,16,Charles LeclercLEC,Ferrari,56,+1 lap,1
11,26,Daniil KvyatKVY,AlphaTauri Honda,56,+1 lap,0
12,63,George RussellRUS,Williams Mercedes,56,+1 lap,0
13,5,Sebastian VettelVET,Ferrari,56,+1 lap,0
14,6,Nicholas LatifiLAT,Williams Mercedes,56,+1 lap,0
15,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,56,+1 lap,0
16,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,56,+1 lap,0
17,20,Kevin MagnussenMAG,Haas Ferrari,56,+1 lap,0
18,11,Sergio PerezPER,Racing Point BWT Mercedes,53,DNF,0
NC,18,Lance StrollSTR,Racing Point BWT Mercedes,2,DNF,0
NC,8,Romain GrosjeanGRO,Haas Ferrari,0,DNF,0
