Pos,No,Driver,Car,Laps,Time/retired,Pts
1,77,Valtteri BottasBOT,Mercedes,71,1:30:55.739,25
2,16,Charles LeclercLEC,Ferrari,71,+2.700s,18
3,4,Lando NorrisNOR,McLaren Renault,71,+5.491s,16
4,44,Lewis HamiltonHAM,Mercedes,71,+5.689s,12
5,55,Carlos SainzSAI,McLaren Renault,71,+8.903s,10
6,11,Sergio PerezPER,Racing Point BWT Mercedes,71,+15.092s,8
7,10,Pierre GaslyGAS,AlphaTauri Honda,71,+16.682s,6
8,31,Esteban OconOCO,Renault,71,+17.456s,4
9,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,71,+21.146s,2
10,5,Sebastian VettelVET,Ferrari,71,+24.545s,1
11,6,Nicholas LatifiLAT,Williams Mercedes,71,+31.650s,0
12,26,Daniil KvyatKVY,AlphaTauri Honda,69,DNF,0
13,23,Alexander AlbonALB,Red Bull Racing Honda,67,DNF,0
NC,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,53,DNF,0
NC,63,George RussellRUS,Williams Mercedes,49,DNF,0
NC,8,Romain GrosjeanGRO,Haas Ferrari,49,DNF,0
NC,20,Kevin MagnussenMAG,Haas Ferrari,24,DNF,0
NC,18,Lance StrollSTR,Racing Point BWT Mercedes,20,DNF,0
NC,3,Daniel RicciardoRIC,Renault,17,DNF,0
NC,33,Max VerstappenVER,Red Bull Racing Honda,11,DNF,0
