Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,58,1:42:19.313,25
2,11,Sergio PerezPER,Racing Point BWT Mercedes,58,+31.633s,18
3,5,Sebastian VettelVET,Ferrari,58,+31.960s,15
4,16,Charles LeclercLEC,Ferrari,58,+33.858s,12
5,55,Carlos SainzSAI,McLaren Renault,58,+34.363s,10
6,33,Max VerstappenVER,Red Bull Racing Honda,58,+44.873s,8
7,23,Alexander AlbonALB,Red Bull Racing Honda,58,+46.484s,6
8,4,Lando NorrisNOR,McLaren Renault,58,+61.259s,5
9,18,Lance StrollSTR,Racing Point BWT Mercedes,58,+72.353s,2
10,3,Daniel RicciardoRIC,Renault,58,+95.460s,1
11,31,Esteban OconOCO,Renault,57,+1 lap,0
12,26,Daniil KvyatKVY,AlphaTauri Honda,57,+1 lap,0
13,10,Pierre GaslyGAS,AlphaTauri Honda,57,+1 lap,0
14,77,Valtteri BottasBOT,Mercedes,57,+1 lap,0
15,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,57,+1 lap,0
16,63,George RussellRUS,Williams Mercedes,57,+1 lap,0
17,20,Kevin MagnussenMAG,Haas Ferrari,55,DNF,0
NC,8,Romain GrosjeanGRO,Haas Ferrari,49,DNF,0
NC,6,Nicholas LatifiLAT,Williams Mercedes,39,DNF,0
NC,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,11,DNF,0
