Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:13.615,1:12.760,1:12.272,20
2,55,Carlos SainzSAI,Ferrari,1:13.411,1:12.790,1:12.734,22
3,4,Lando NorrisNOR,McLaren Mercedes,1:13.295,1:12.776,1:12.792,22
4,10,Pierre GaslyGAS,Alpine Renault,1:13.471,1:13.186,1:12.816,21
5,44,Lewis HamiltonHAM,Mercedes,1:12.937,1:12.999,1:12.818,23
6,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:13.766,1:13.082,1:12.994,23
7,31,Esteban OconOCO,Alpine Renault,1:13.433,1:13.001,1:13.083,21
8,27,Nico HulkenbergHUL,Haas Ferrari,1:13.420,1:13.283,1:13.229,18
9,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:13.747,1:13.098,1:13.507,18
10,81,Oscar PiastriPIA,McLaren Mercedes,1:13.691,1:13.059,1:13.682,20
11,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:13.874,1:13.334,,17
12,63,George RussellRUS,Mercedes,1:13.326,1:13.447,,18
13,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:13.677,1:13.521,,16
14,21,Nyck De VriesDEV,AlphaTauri Honda RBPT,1:13.581,1:14.083,,16
15,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:13.862,1:14.477,,19
16,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:13.977,,,10
17,20,Kevin MagnussenMAG,Haas Ferrari,1:14.042,,,9
18,23,Alexander AlbonALB,Williams Mercedes,1:14.063,,,8
19,16,Charles LeclercLEC,Ferrari,1:14.079,,,10
20,2,Logan SargeantSAR,Williams Mercedes,1:14.699,,,6
