Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:12.386,1:11.908,1:11.365,30
2,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:12.886,1:12.107,1:11.449,25
3,16,Charles LeclercLEC,Ferrari,1:12.912,1:12.103,1:11.471,26
4,31,Esteban OconOCO,Alpine Renault,1:12.967,1:12.248,1:11.553,26
5,55,Carlos SainzSAI,Ferrari,1:12.717,1:12.210,1:11.630,28
6,44,Lewis HamiltonHAM,Mercedes,1:12.872,1:12.156,1:11.725,30
7,10,Pierre GaslyGAS,Alpine Renault,1:13.033,1:12.169,1:11.933,25
8,63,George RussellRUS,Mercedes,1:12.769,1:12.151,1:11.964,29
9,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:12.642,1:12.249,1:12.082,29
10,4,Lando NorrisNOR,McLaren Mercedes,1:12.877,1:12.377,1:12.254,23
11,81,Oscar PiastriPIA,McLaren Mercedes,1:13.006,1:12.395,,22
12,21,Nyck De VriesDEV,AlphaTauri Honda RBPT,1:13.054,1:12.428,,20
13,23,Alexander AlbonALB,Williams Mercedes,1:12.706,1:12.527,,19
14,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:12.722,1:12.623,,19
15,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:13.038,1:12.625,,22
16,2,Logan SargeantSAR,Williams Mercedes,1:13.113,,,13
17,20,Kevin MagnussenMAG,Haas Ferrari,1:13.270,,,9
18,27,Nico HulkenbergHUL,Haas Ferrari,1:13.279,,,8
19,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:13.523,,,13
20,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:13.850,,,4
