Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,55,Carlos SainzSAI,Ferrari,1:21.965,1:20.991,1:20.294,20
2,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:21.573,1:20.937,1:20.307,21
3,16,Charles LeclercLEC,Ferrari,1:21.788,1:20.977,1:20.361,21
4,63,George RussellRUS,Mercedes,1:22.148,1:21.382,1:20.671,21
5,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:21.911,1:21.240,1:20.688,21
6,23,Alexander AlbonALB,Williams Mercedes,1:21.661,1:21.272,1:20.760,21
7,81,Oscar PiastriPIA,McLaren Mercedes,1:22.106,1:21.527,1:20.785,24
8,44,Lewis HamiltonHAM,Mercedes,1:21.977,1:21.369,1:20.820,21
9,4,Lando NorrisNOR,McLaren Mercedes,1:21.995,1:21.581,1:20.979,23
10,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:22.043,1:21.543,1:21.417,19
11,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:21.852,1:21.594,,15
12,40,Liam LawsonLAW,AlphaTauri Honda RBPT,1:22.112,1:21.758,,15
13,27,Nico HulkenbergHUL,Haas Ferrari,1:22.343,1:21.776,,16
14,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:22.249,1:21.940,,14
15,2,Logan SargeantSAR,Williams Mercedes,1:21.930,1:21.944,,15
16,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:22.390,,,8
17,10,Pierre GaslyGAS,Alpine Renault,1:22.545,,,7
18,31,Esteban OconOCO,Alpine Renault,1:22.548,,,8
19,20,Kevin MagnussenMAG,Haas Ferrari,1:22.592,,,8
20,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:22.860,,,9
