Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,16,Charles LeclercLEC,Ferrari,1:41.269,1:41.037,1:40.203,21
2,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:41.398,1:40.822,1:40.391,20
3,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:41.756,1:41.131,1:40.495,21
4,55,Carlos SainzSAI,Ferrari,1:42.197,1:41.369,1:41.016,24
5,44,Lewis HamiltonHAM,Mercedes,1:42.113,1:41.650,1:41.177,24
6,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:41.720,1:41.370,1:41.253,23
7,4,Lando NorrisNOR,McLaren Mercedes,1:42.154,1:41.485,1:41.281,20
8,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:42.234,1:41.569,1:41.581,23
9,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:42.524,1:41.576,1:41.611,23
10,81,Oscar PiastriPIA,McLaren Mercedes,1:42.455,1:41.636,1:41.611,24
11,63,George RussellRUS,Mercedes,1:42.073,1:41.654,,18
12,31,Esteban OconOCO,Alpine Renault,1:42.622,1:41.798,,19
13,23,Alexander AlbonALB,Williams Mercedes,1:42.171,1:41.818,,19
14,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:42.582,1:42.259,,19
15,2,Logan SargeantSAR,Williams Mercedes,1:42.242,1:42.395,,19
16,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:42.642,,,11
17,27,Nico HulkenbergHUL,Haas Ferrari,1:42.755,,,10
18,20,Kevin MagnussenMAG,Haas Ferrari,1:43.417,,,9
19,10,Pierre GaslyGAS,Alpine Renault,1:44.853,,,6
NC,21,Nyck De VriesDEV,AlphaTauri Honda RBPT,1:55.282,,,3
