Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:17.384,1:17.056,1:16.732,24
2,63,George RussellRUS,Mercedes,1:17.654,1:17.513,1:16.968,29
3,44,Lewis HamiltonHAM,Mercedes,1:17.689,1:17.551,1:17.104,28
4,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:17.832,1:17.283,1:17.139,26
5,55,Carlos SainzSAI,Ferrari,1:17.928,1:17.349,1:17.270,28
6,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:17.873,1:17.616,1:17.308,26
7,16,Charles LeclercLEC,Ferrari,1:18.218,1:17.390,1:17.369,25
8,23,Alexander AlbonALB,Williams Mercedes,1:17.962,1:17.761,1:17.609,27
9,10,Pierre GaslyGAS,Alpine Renault,1:18.312,1:17.574,1:17.675,25
10,27,Nico HulkenbergHUL,Haas Ferrari,1:18.029,1:17.412,1:17.735,26
11,31,Esteban OconOCO,Alpine Renault,1:17.770,1:17.768,,18
12,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:18.471,1:18.099,,22
13,4,Lando NorrisNOR,McLaren Mercedes,1:18.243,1:18.119,,24
14,20,Kevin MagnussenMAG,Haas Ferrari,1:18.159,1:18.129,,18
15,21,Nyck De VriesDEV,AlphaTauri Honda RBPT,1:18.450,1:18.335,,23
16,81,Oscar PiastriPIA,McLaren Mercedes,1:18.517,,,12
17,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:18.540,,,12
18,2,Logan SargeantSAR,Williams Mercedes,1:18.557,,,12
19,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:18.714,,,12
NC,11,Sergio PerezPER,Red Bull Racing Honda RBPT,DNF,,,2
