Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:10.436,1:10.162,1:10.727,18
2,16,Charles LeclercLEC,Ferrari,1:10.472,1:10.303,1:11.021,18
3,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:10.551,1:10.375,1:11.344,16
4,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:10.557,1:10.237,1:11.387,18
5,44,Lewis HamiltonHAM,Mercedes,1:10.604,1:10.266,1:11.469,21
6,63,George RussellRUS,Mercedes,1:10.340,1:10.316,1:11.590,21
7,4,Lando NorrisNOR,McLaren Mercedes,1:10.623,1:10.021,1:11.987,13
8,55,Carlos SainzSAI,Ferrari,1:10.624,1:10.254,1:11.989,20
9,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:10.668,1:10.219,1:12.321,17
10,81,Oscar PiastriPIA,McLaren Mercedes,1:10.519,1:10.330,DNF,15
11,27,Nico HulkenbergHUL,Haas Ferrari,1:10.475,1:10.547,,15
12,31,Esteban OconOCO,Alpine Renault,1:10.763,1:10.562,,15
13,10,Pierre GaslyGAS,Alpine Renault,1:10.793,1:10.567,,14
14,20,Kevin MagnussenMAG,Haas Ferrari,1:10.602,1:10.723,,15
15,23,Alexander AlbonALB,Williams Mercedes,1:10.621,1:10.840,,15
16,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:10.837,,,9
17,3,Daniel RicciardoRIC,AlphaTauri Honda RBPT,1:10.843,,,6
18,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:10.955,,,9
19,2,Logan SargeantSAR,Williams Mercedes,1:11.035,,,9
20,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:11.275,,,9
