Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:58.515,1:52.784,1:46.168,22
2,16,Charles LeclercLEC,Ferrari,1:58.300,1:52.017,1:46.988,23
3,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:58.899,1:52.353,1:47.045,22
4,44,Lewis HamiltonHAM,Mercedes,1:58.563,1:52.345,1:47.087,24
5,55,Carlos SainzSAI,Ferrari,1:58.688,1:51.711,1:47.152,23
6,81,Oscar PiastriPIA,McLaren Mercedes,1:58.872,1:51.534,1:47.365,23
7,4,Lando NorrisNOR,McLaren Mercedes,1:59.981,1:52.252,1:47.669,21
8,63,George RussellRUS,Mercedes,1:59.035,1:52.605,1:47.805,24
9,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:58.834,1:52.751,1:47.843,22
10,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:59.663,1:52.193,1:48.841,22
11,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:59.044,1:53.148,,15
12,10,Pierre GaslyGAS,Alpine Renault,1:59.511,1:53.671,,17
13,20,Kevin MagnussenMAG,Haas Ferrari,2:00.020,1:54.160,,17
14,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:59.484,1:54.694,,17
15,31,Esteban OconOCO,Alpine Renault,1:59.634,1:56.372,,13
16,23,Alexander AlbonALB,Williams Mercedes,2:00.314,,,8
17,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,2:00.832,,,9
18,2,Logan SargeantSAR,Williams Mercedes,2:01.535,,,6
19,3,Daniel RicciardoRIC,AlphaTauri Honda RBPT,2:02.159,,,8
20,27,Nico HulkenbergHUL,Haas Ferrari,2:03.166,,,5
