Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:29.428,1:27.702,1:26.720,26
2,4,Lando NorrisNOR,McLaren Mercedes,1:28.917,1:28.042,1:26.961,26
3,81,Oscar PiastriPIA,McLaren Mercedes,1:29.874,1:27.845,1:27.092,26
4,16,Charles LeclercLEC,Ferrari,1:29.143,1:28.361,1:27.136,25
5,55,Carlos SainzSAI,Ferrari,1:29.865,1:28.265,1:27.148,26
6,63,George RussellRUS,Mercedes,1:29.412,1:28.782,1:27.155,24
7,44,Lewis HamiltonHAM,Mercedes,1:29.415,1:28.545,1:27.211,25
8,23,Alexander AlbonALB,Williams Mercedes,1:29.466,1:28.067,1:27.530,25
9,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:29.949,1:28.368,1:27.659,24
10,10,Pierre GaslyGAS,Alpine Renault,1:29.533,1:28.751,1:27.689,24
11,27,Nico HulkenbergHUL,Haas Ferrari,1:29.603,1:28.896,,17
12,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:29.448,1:28.935,,19
13,31,Esteban OconOCO,Alpine Renault,1:29.700,1:28.956,,18
14,2,Logan SargeantSAR,Williams Mercedes,1:29.873,1:29.031,,19
DQ,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:29.798,,,11
15,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:29.968,,,11
16,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:30.025,,,11
17,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:30.123,,,11
18,21,Nyck De VriesDEV,AlphaTauri Honda RBPT,1:30.513,,,11
19,20,Kevin MagnussenMAG,Haas Ferrari,1:32.378,,,7
