Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,5,Sebastian VettelVET,Ferrari,1:29.060,1:28.341,1:27.958,13
2,7,Kimi RäikkönenRAI,Ferrari,1:28.951,1:28.515,1:28.101,13
3,77,Valtteri BottasBOT,Mercedes,1:29.275,1:28.794,1:28.124,16
4,44,Lewis HamiltonHAM,Mercedes,1:29.396,1:28.458,1:28.220,16
5,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:29.552,1:28.962,1:28.398,12
6,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:30.121,1:29.836,1:29.329,18
7,20,Kevin MagnussenMAG,Haas Ferrari,1:29.594,1:29.623,1:29.358,16
8,27,Nico HulkenbergHUL,Renault,1:30.260,1:29.187,1:29.570,15
9,31,Esteban OconOCO,Force India Mercedes,1:30.338,1:30.009,1:29.874,16
10,55,Carlos SainzSAI,Renault,1:29.893,1:29.802,1:29.986,18
11,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:30.412,1:30.105,,15
12,11,Sergio PerezPER,Force India Mercedes,1:30.218,1:30.156,,11
13,14,Fernando AlonsoALO,McLaren Renault,1:30.530,1:30.212,,12
14,2,Stoffel VandoorneVAN,McLaren Renault,1:30.479,1:30.525,,12
15,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:29.374,,,4
16,8,Romain GrosjeanGRO,Haas Ferrari,1:30.530,,,7
17,9,Marcus EricssonERI,Sauber Ferrari,1:31.063,,,9
18,35,Sergey SirotkinSIR,Williams Mercedes,1:31.414,,,8
19,16,Charles LeclercLEC,Sauber Ferrari,1:31.420,,,8
20,18,Lance StrollSTR,Williams Mercedes,1:31.503,,,8
