Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:22.824,1:22.051,1:21.164,20
2,7,Kimi RäikkönenRAI,Ferrari,1:23.096,1:22.507,1:21.828,17
3,5,Sebastian VettelVET,Ferrari,1:23.348,1:21.944,1:21.838,20
4,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:23.483,1:22.416,1:21.879,18
5,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:23.494,1:22.897,1:22.152,17
6,20,Kevin MagnussenMAG,Haas Ferrari,1:23.909,1:23.300,1:23.187,17
7,8,Romain GrosjeanGRO,Haas Ferrari,1:23.671,1:23.468,1:23.339,17
8,27,Nico HulkenbergHUL,Renault,1:23.782,1:23.544,1:23.532,16
9,55,Carlos SainzSAI,Renault,1:23.529,1:23.061,1:23.577,17
10,77,Valtteri BottasBOT,Mercedes,1:23.686,1:22.089,DNF,16
11,14,Fernando AlonsoALO,McLaren Renault,1:23.597,1:23.692,,14
12,2,Stoffel VandoorneVAN,McLaren Renault,1:24.073,1:23.853,,14
13,11,Sergio PerezPER,Force India Mercedes,1:24.344,1:24.005,,14
14,18,Lance StrollSTR,Williams Mercedes,1:24.464,1:24.230,,13
15,31,Esteban OconOCO,Force India Mercedes,1:24.503,1:24.786,,16
16,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:24.532,,,8
17,9,Marcus EricssonERI,Sauber Ferrari,1:24.556,,,9
18,16,Charles LeclercLEC,Sauber Ferrari,1:24.636,,,9
19,35,Sergey SirotkinSIR,Williams Mercedes,1:24.922,,,8
20,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:25.295,,,7
