Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,5,Sebastian VettelVET,Ferrari,1:11.710,1:11.524,1:10.764,18
2,77,Valtteri BottasBOT,Mercedes,1:11.950,1:11.514,1:10.857,20
3,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:12.008,1:11.472,1:10.937,16
4,44,Lewis HamiltonHAM,Mercedes,1:11.835,1:11.740,1:10.996,21
5,7,Kimi RäikkönenRAI,Ferrari,1:11.725,1:11.620,1:11.095,20
6,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:12.459,1:11.434,1:11.116,18
7,27,Nico HulkenbergHUL,Renault,1:12.795,1:11.916,1:11.973,15
8,31,Esteban OconOCO,Force India Mercedes,1:12.577,1:12.141,1:12.084,14
9,55,Carlos SainzSAI,Renault,1:12.689,1:12.097,1:12.168,15
10,11,Sergio PerezPER,Force India Mercedes,1:12.702,1:12.395,1:12.671,13
11,20,Kevin MagnussenMAG,Haas Ferrari,1:12.680,1:12.606,,22
12,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:12.587,1:12.635,,17
13,16,Charles LeclercLEC,Sauber Ferrari,1:12.945,1:12.661,,22
14,14,Fernando AlonsoALO,McLaren Renault,1:12.979,1:12.856,,14
15,2,Stoffel VandoorneVAN,McLaren Renault,1:12.998,1:12.865,,14
16,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:13.047,,,8
17,18,Lance StrollSTR,Williams Mercedes,1:13.590,,,8
18,35,Sergey SirotkinSIR,Williams Mercedes,1:13.643,,,10
19,9,Marcus EricssonERI,Sauber Ferrari,1:14.593,,,6
