Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,77,Valtteri BottasBOT,Mercedes,1:32.964,1:32.744,1:31.387,18
2,44,Lewis HamiltonHAM,Mercedes,1:32.410,1:32.595,1:31.532,18
3,5,Sebastian VettelVET,Ferrari,1:33.476,1:33.045,1:31.943,19
4,7,Kimi RäikkönenRAI,Ferrari,1:33.341,1:33.065,1:32.237,18
5,20,Kevin MagnussenMAG,Haas Ferrari,1:34.078,1:33.747,1:33.181,15
6,31,Esteban OconOCO,Force India Mercedes,1:34.290,1:33.596,1:33.413,17
7,16,Charles LeclercLEC,Sauber Ferrari,1:33.924,1:33.488,1:33.419,17
8,11,Sergio PerezPER,Force India Mercedes,1:34.084,1:33.923,1:33.563,16
9,8,Romain GrosjeanGRO,Haas Ferrari,1:34.022,1:33.517,1:33.704,17
10,9,Marcus EricssonERI,Sauber Ferrari,1:34.170,1:33.995,1:35.196,17
11,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:33.048,,,5
12,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:33.247,,,4
13,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:34.383,,,8
14,55,Carlos SainzSAI,Renault,1:34.626,,,6
15,27,Nico HulkenbergHUL,Renault,1:34.655,,,6
16,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:35.037,,,7
17,14,Fernando AlonsoALO,McLaren Renault,1:35.504,,,6
18,35,Sergey SirotkinSIR,Williams Mercedes,1:35.612,,,6
19,2,Stoffel VandoorneVAN,McLaren Renault,1:35.977,,,6
20,18,Lance StrollSTR,Williams Mercedes,1:36.437,,,7
