Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:17.633,1:17.166,1:16.173,17
2,77,Valtteri BottasBOT,Mercedes,1:17.674,1:17.111,1:16.213,14
3,5,Sebastian VettelVET,Ferrari,1:17.031,1:16.802,1:16.305,16
4,7,Kimi RäikkönenRAI,Ferrari,1:17.483,1:17.071,1:16.612,15
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:17.411,1:17.266,1:16.816,15
6,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:17.623,1:17.638,1:16.818,19
7,20,Kevin MagnussenMAG,Haas Ferrari,1:18.169,1:17.618,1:17.676,27
8,14,Fernando AlonsoALO,McLaren Renault,1:18.276,1:18.100,1:17.721,21
9,55,Carlos SainzSAI,Renault,1:18.480,1:17.803,1:17.790,19
10,8,Romain GrosjeanGRO,Haas Ferrari,1:18.305,1:17.699,1:17.835,26
11,2,Stoffel VandoorneVAN,McLaren Renault,1:18.885,1:18.323,,18
12,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:18.550,1:18.463,,16
13,31,Esteban OconOCO,Force India Mercedes,1:18.813,1:18.696,,18
14,16,Charles LeclercLEC,Sauber Ferrari,1:18.661,1:18.910,,15
15,11,Sergio PerezPER,Force India Mercedes,1:18.740,1:19.098,,18
16,27,Nico HulkenbergHUL,Renault,1:18.923,,,6
17,9,Marcus EricssonERI,Sauber Ferrari,1:19.493,,,9
18,35,Sergey SirotkinSIR,Williams Mercedes,1:19.695,,,10
19,18,Lance StrollSTR,Williams Mercedes,1:20.225,,,9
