Pos,No,Driver,Car,Laps,Time/retired,Pts
1,4,Phil HillHIL,Ferrari,30,2:03:03.800,9
2,2,Wolfgang von TripsVON,Ferrari,30,+0.700s,6
3,6,Richie GintherGIN,Ferrari,30,+19.500s,4
4,8,Olivier  GendebienGEN,Ferrari,30,+45.600s,3
5,24,John SurteesSUR,Cooper Climax,30,+86.800s,2
6,20,Dan GurneyGUR,Porsche,30,+91.000s,1
7,18,Jo BonnierBON,Porsche,30,+167.100s,0
8,14,Stirling MossMOS,Lotus Climax,30,+235.600s,0
9,40,Jackie  Lewis LEW,Cooper Climax,29,+1 lap,0
10,44,Masten GregoryGRE,Cooper Climax,29,+1 lap,0
11,22,Carel Godin de Beaufort DEB,Porsche,28,+2 laps,0
12,34,Jim ClarkCLA,Lotus Climax,24,+6 laps,0
13,38,Tony BrooksBRO,BRM Climax,24,+6 laps,0
NC,36,Graham HillHIL,BRM Climax,24,DNF,0
NC,26,Maurice  TrintignantTRI,Cooper Maserati,23,DNF,0
NC,46,Lorenzo BandiniBAN,Cooper Maserati,20,DNF,0
NC,28,Jack BrabhamBRA,Cooper Climax,12,DNF,0
NC,12,Lucien BianchiBIA,Lotus Climax,9,DNF,0
NC,32,Innes IrelandIRE,Lotus Climax,9,DNF,0
NC,30,Bruce McLarenMCL,Cooper Climax,9,DNF,0
NC,10,Willy MairesseMAI,Lotus Climax,7,DNF,0
