Pos,No,Driver,Car,Laps,Time/retired,Pts
1,33,Max VerstappenVER,Red Bull Racing Honda,64,1:44:31.275,26
2,5,Sebastian VettelVET,Ferrari,64,+7.333s,18
3,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,64,+8.305s,15
4,18,Lance StrollSTR,Racing Point BWT Mercedes,64,+8.966s,12
5,55,Carlos SainzSAI,McLaren Renault,64,+9.583s,10
6,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,64,+10.052s,8
7,8,Romain GrosjeanGRO,Haas Ferrari,64,+16.838s,6
8,20,Kevin MagnussenMAG,Haas Ferrari,64,+18.765s,4
9,44,Lewis HamiltonHAM,Mercedes,64,+19.667s,2
10,88,Robert KubicaKUB,Williams Mercedes,64,+24.987s,1
11,63,George RussellRUS,Williams Mercedes,64,+26.404s,0
12,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,64,+42.214s,0
13,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,64,+43.849s,0
14,10,Pierre GaslyGAS,Red Bull Racing Honda,61,DNF,0
NC,77,Valtteri BottasBOT,Mercedes,56,DNF,0
NC,27,Nico HulkenbergHUL,Renault,39,DNF,0
NC,16,Charles LeclercLEC,Ferrari,27,DNF,0
NC,4,Lando NorrisNOR,McLaren Renault,25,DNF,0
NC,3,Daniel RicciardoRIC,Renault,13,DNF,0
NC,11,Sergio PerezPER,Racing Point BWT Mercedes,1,DNF,0
