Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,56,1:32:06.350,25
2,77,Valtteri BottasBOT,Mercedes,56,+6.552s,18
3,5,Sebastian VettelVET,Ferrari,56,+13.744s,15
4,33,Max VerstappenVER,Red Bull Racing Honda,56,+27.627s,12
5,16,Charles LeclercLEC,Ferrari,56,+31.276s,10
6,10,Pierre GaslyGAS,Red Bull Racing Honda,56,+89.307s,9
7,3,Daniel RicciardoRIC,Renault,55,+1 lap,6
8,11,Sergio PerezPER,Racing Point BWT Mercedes,55,+1 lap,4
9,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,55,+1 lap,2
10,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,55,+1 lap,1
11,8,Romain GrosjeanGRO,Haas Ferrari,55,+1 lap,0
12,18,Lance StrollSTR,Racing Point BWT Mercedes,55,+1 lap,0
13,20,Kevin MagnussenMAG,Haas Ferrari,55,+1 lap,0
14,55,Carlos SainzSAI,McLaren Renault,55,+1 lap,0
15,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,55,+1 lap,0
16,63,George RussellRUS,Williams Mercedes,54,+2 laps,0
17,88,Robert KubicaKUB,Williams Mercedes,54,+2 laps,0
18,4,Lando NorrisNOR,McLaren Renault,50,DNF,0
NC,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,41,DNF,0
NC,27,Nico HulkenbergHUL,Renault,16,DNF,0
