Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,71,1:36:48.904,25
2,5,Sebastian VettelVET,Ferrari,71,+1.766s,18
3,77,Valtteri BottasBOT,Mercedes,71,+3.553s,15
4,16,Charles LeclercLEC,Ferrari,71,+6.368s,13
5,23,Alexander AlbonALB,Red Bull Racing Honda,71,+21.399s,10
6,33,Max VerstappenVER,Red Bull Racing Honda,71,+68.807s,8
7,11,Sergio PerezPER,Racing Point BWT Mercedes,71,+73.819s,6
8,3,Daniel RicciardoRIC,Renault,71,+74.924s,4
9,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,70,+1 lap,2
10,27,Nico HulkenbergHUL,Renault,70,+1 lap,1
11,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,70,+1 lap,0
12,18,Lance StrollSTR,Racing Point BWT Mercedes,70,+1 lap,0
13,55,Carlos SainzSAI,McLaren Renault,70,+1 lap,0
14,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,70,+1 lap,0
15,20,Kevin MagnussenMAG,Haas Ferrari,69,+2 laps,0
16,63,George RussellRUS,Williams Mercedes,69,+2 laps,0
17,8,Romain GrosjeanGRO,Haas Ferrari,69,+2 laps,0
18,88,Robert KubicaKUB,Williams Mercedes,69,+2 laps,0
NC,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,58,DNF,0
NC,4,Lando NorrisNOR,McLaren Renault,48,DNF,0
